OriginalTweet,encoded_sentiment
What would it take for my family to pay movie ticket prices and watch this at home to avoid the Covid 19 Happy to pay the s,2
Because lots of people are home and not at work and because they are panic buying food supplies the stores are crazy right now I wonder how much transmission is happening just from crowded grocery big box stores Covid 19,0
Just so we re clear the gas prices aren t related to Covid 19 but definitely are related to the global economic crash,2
I may be naive but are food hoarding and selling off stock really helping the situation CoronavirusPandemic Covid 19,2
My mom just called and told me to go stock up on some food and medicine essentials because I live in a major city that will likely be hit the hardest by COVID 19 I m getting a little worried now,1
Forget panicatthedisco it s now insanity at the grocery store Covid 19 CoronavirusPandemic,0
Who else woke up today thinking about the coronavirus is it time to panic And stock up on food and goods,1
Wondering if there ll be anything on supermarket shelves by the time we have money again Most worried about getting enough food for the cats Since we get paid monthly I suspect ppl will think we re hoarding That should be fun PanicBuying Covid 19 CoronavirusPandemic sigh,1
Why does the have such shitty opinion writers One of them actually said the Covid 19 coronavirus epidemic won t be too bad in the US because we have wide supermarket aisles Apparently we don t have big cities just suburbs,1
It s our pride to make sure our clients are satisfied Ensuring best services by instilling and establishing unmatched reputation of variety quality and affordable prices For this and more reach us on 0723212218 0751670284 DoMoreWithMPESA Covid 19,0
Life in the time of Corona Two people in a London supermarket spotted arguing over the last packet of pasta There were other pasta brands still on the shelf but they both wanted that particular one CoronavirusPandemic CoronaVirusUpdate coronavirus Covid 19 COVID2019uk,1
The USDA has a pilot program in 5 states for food stamp recipients to use online grocery shopping amp delivery Vulnerable elderly amp handicapped people wouldn t have to risk Covid 19 exposure if this was implemented nationwide NOW,1
You know how every post apocalyptic novel has a flashback where the narrator realizes poo is about to hit fan so they rush out to stock up on food but everyone else has had the same idea so there s not much left to buy Ladies and gentlemen Trader Joe s coronavirus COVID19,1
Coronavirus has to stuck inside the house online shopping If you re looking at Rothys the most comfortable shoes ever use my Discount code to get 20 off your first pair Rothysdiscount rothyscode rothyscoupon Rothy rothycode onlineshopping,2
Remember not everyone can afford to stock pile months of food and toilet paper Be sensitive to those who live pay check to pay check Covid 19,1
Just stopped by the grocery store I half expected to see Rick Grimes riding a horse down aisle 9 CoronavirusPandemic Covid 19 WalkingDead,1
I have lung disease and take immunosuppressants for my Crohns If I catch Covid 19 I m screwed So tbh the person who made a comment towards me in the supermarket just because I quite rightly wore a mask can jog on quite frankly Covid 19,1
Avoid gatherings of more than 500 people so i shouldn t go to the grocery store CoronavirusPandemic Covid 19 nyc comedy LNSM comedycell tamronhallshow warmupcomedian,1
do you happen to have any step by step instructions for creating a web account and ordering groceries online I live in a community of older folks and I think online shopping would be immensely helpful but a lot of them have never done th,2
I just checked my surgical mask stash I have 55 3 ply surgical masks for myself Now I see bulk prices are 20x higher than usual but still considered cheap In fact 20x is the cheapest You can pay 45x more per mask even up to 200x WuhanVirus CoronavirusPandemic Covid 19,1
Well Rice is new and worrying Here in the US it is so far limited to Tissue papers and hand sanitizers only Hope it won t come to Food panic coronavirus Covid 19,0
Grocery store owners right now CoronavirusPandemic COVD19 CoronaOutbreak Covid 19,2
Covid 19 has wiped supermarket of pasta amp toilet rolls but staff targeted other much needed items for our foodbank initiative Delivered February s supplies last week weighing in at an impressive 305 20kg ThankYou,0
A suggestion Covid 19 So you didn t realise that panic buying goods creates shortages amp deprives those who are really in need Make amends by giving or selling at cost some of the food you bought to people in your neighbourhood who are affected at risk or can t shop,0
This is a clip that challenges road behaviour and compares it with a similar behaviour in a supermarket With some of the behaviour I witnessed at some supermarkets today maybe this ad might need a rethink Folks please calm down There is no shortage of goods atm Covid 19,2
Important public anouncement IF YOU JUST WASH YOUR BOTTOM LIKE PEOPLE ACROSS ASIA YOU WON T NEED TO PANIC BUY LOO ROLL I refer you to exhibit a b c Also food shelves full campaignforbumguns Muslimshower toiletpaper ToiletPaperApocalypse Covid 19 CoronavirusPandemic,0
Toilet paper shelf right now at grocery store SMH Covid 19,1
Everywhere is going into lockdown it seems If people weren t stock piling food before they certainly will now due to fear it will happen here in UK soon coronavirus,1
My local grocery store This is nuts Covid 19,1
Italy is on lockdown and officials here in the US say that we may be about 2 weeks behind A lockdown could be a reality for us here in the US if the Coronavirus isn t contained On that note if you haven t already be sure to stock up on enough food to last a couple weeks,2
